,CompanyName,Industry,Locations,LocationCount,Rating,InterviewCount,Reviews
408,Unacademy,EdTech , Bengaluru ,72,-1.0,237,
409,Radisson Hotels,Hospitality , New Delhi ,127,-1.0,102,
410,Lodha,Real Estate , Mumbai ,30,-1.0,171,
411,Myntra,Internet , Bengaluru ,103,-1.0,326,
412,Endurance Technologies Limited,Auto Components , Chhatrapati Sambhajinagar ,50,-1.0,135,
413,Team Computers,IT Services & Consulting , New Delhi ,105,-1.0,200,
414,SBI Securities,Financial Services , Mumbai ,315,-1.0,182,
415,TCE,Engineering & Construction , Mumbai ,132,-1.0,293,
416,Panasonic Life Solutions India,Consumer Electronics & Appliances , Haridwar ,168,-1.0,96,
417,Lava International,Consumer Electronics & Appliances , Noida ,222,-1.0,87,
418,AWL Agri Business,FMCG , Ahmedabad ,199,-1.0,133,
419,Star Union Dai-ichi Life Insurance,Insurance , Mumbai ,315,-1.0,133,
420,Whirlpool,Consumer Electronics & Appliances , Pune ,175,-1.0,118,
421,Daikin Airconditioning India Pvt. Ltd.,Consumer Electronics & Appliances , Neemrana ,108,-1.0,205,
422,Indian Railways,Railways , Kolkata ,249,-1.0,113,
423,Bharti AXA Life Insurance,Insurance , Mumbai ,243,-1.0,147,
424,Cisco,Hardware & Networking , Bengaluru ,46,-1.0,411,
425,SBI General Insurance,Insurance , Mumbai ,287,-1.0,128,
426,GlaxoSmithKline Pharmaceuticals,Pharma , Bengaluru ,216,-1.0,125,
427,Newgen Software Technologies,IT Services & Consulting , Noida ,32,-1.0,202,
428,GAO Tek,Electrical Equipment , New York ,41,-1.0,529,
429,Nokia Networks,Hardware & Networking , Chennai ,87,-1.0,126,
430,Coromandel International,Agro Chemicals , Visakhapatnam ,182,-1.0,123,
431,BNP Paribas,Banking , Mumbai ,27,-1.0,211,
432,Renault Nissan Technology & Business Centre India,Automobile , Chennai ,19,-1.0,152,
433,Sify Technologies,IT Services & Consulting , Chennai ,132,-1.0,147,
434,Meesho,Internet , Bengaluru ,131,-1.0,424,
435,Shahi Exports,Fashion & Textile , Bengaluru ,72,-1.0,125,
436,Allstate,Insurance , Pune ,16,-1.0,156,
437,Ambuja Cements,Building Material , Mumbai ,258,-1.0,162,
438,ValueLabs,IT Services & Consulting , Hyderabad ,20,-1.0,215,
439,Microsoft Corporation,Software Product , Bengaluru ,47,-1.0,614,
440,Bank of Baroda,Banking , Mumbai ,299,-1.0,116,
441,Life Insurance Corporation of India,Insurance , New Delhi ,470,-1.0,97,
442,Huawei Technologies,Telecom , Bengaluru ,104,-1.0,118,
443,Brakes India,Auto Components , Chennai ,100,-1.0,104,
444,Cargill,Food Processing , Bengaluru ,120,-1.0,111,
445,BHEL,Electrical Equipment , Bengaluru ,128,-1.0,135,
446,Simplex Infrastructures,Engineering & Construction , Kolkata ,138,-1.0,83,
447,Spark Minda,Auto Components , Pune ,75,-1.0,158,
448,upGrad,EdTech , Bengaluru ,49,-1.0,217,
449,Power Mech Projects,Engineering & Construction , Hyderabad ,152,-1.0,121,
450,CAMS,Financial Services , Chennai ,107,-1.0,146,
451,Pfizer,Pharma , Visakhapatnam ,132,-1.0,86,
452,FirstCry,Retail , Pune ,213,-1.0,209,
453,Generali Central Life Insurance,Insurance , Mumbai ,199,-1.0,118,
454,Mercedes-Benz Research and Development India,IT Services & Consulting , Bengaluru ,52,-1.0,208,
455,Poonawalla Fincorp,NBFC , Pune ,263,-1.0,81,
456,Bharat Petroleum,Oil & Gas , Mumbai ,260,-1.0,174,
457,"Maruti Suzuki India Limited, Hansalpur",Automobile , Ahmedabad ,103,-1.0,227,
458,Force Motors,Automobile , Pune ,106,-1.0,145,
459,Saint-Gobain,Building Material , Mumbai ,103,-1.0,206,
460,Nuvoco Vistas,Building Material , Kolkata ,197,-1.0,124,
461,Ola Cabs,Internet , Bengaluru ,112,-1.0,153,
462,Jio Platforms,IT Services & Consulting , Mumbai ,103,-1.0,258,
463,Raymond Lifestyle Limited,Fashion & Textile , Mumbai ,149,-1.0,114,
464,Reliance Trends,Retail , Bengaluru ,392,-1.0,123,
465,Kotak Securities,Financial Services , Mumbai ,139,-1.0,144,
466,Manipal Hospitals,Healthcare , Bengaluru ,66,-1.0,137,
467,Renault-Nissan,Automobile , Chennai ,86,-1.0,125,
468,IndusInd General Insurance,Insurance , Mumbai ,193,-1.0,99,
469,ITC Hotels,Hospitality , Bengaluru ,94,-1.0,102,
470,Henry Harvin Education,EdTech , Noida ,33,-1.0,73,
471,Delphi TVS,Auto Components , Chennai ,60,-1.0,100,
472,Extramarks Education,EdTech , Noida ,111,-1.0,172,
473,CitiusTech,IT Services & Consulting , Mumbai ,17,-1.0,313,
474,JK Tyre,Auto Components , Chennai ,141,-1.0,140,
475,Infinite Computer Solutions,IT Services & Consulting , Bengaluru ,36,-1.0,173,
476,Biological E,Pharma , Hyderabad ,71,-1.0,140,
477,Morgan Stanley,Financial Services , Mumbai ,19,-1.0,335,
478,SGS,"Testing, Inspection and Certification (TIC) ", Mumbai ,145,-1.0,125,
479,YASH Technologies,IT Services & Consulting , Hyderabad ,31,-1.0,170,
480,EPAM Systems,IT Services & Consulting , Hyderabad ,35,-1.0,621,
481,Senco Gold,Jewellery , Kolkata ,78,-1.0,633,
482,State Street Syntel,Financial Services , Mumbai ,21,-1.0,79,
483,Ninjacart,Internet , Bengaluru ,112,-1.0,103,
484,Novartis,Pharma , Hyderabad ,75,-1.0,167,
485,K12 Techno Services,EdTech , Bengaluru ,43,-1.0,416,
486,HSBC Electronic Data Processing,IT Services & Consulting , Bengaluru ,19,-1.0,88,
487,Valeo,Auto Components , Chennai ,171,-1.0,105,
488,SAP,Software Product , Bengaluru ,53,-1.0,316,
489,IDBI Bank,Banking , Mumbai ,330,-1.0,82,
490,AECOM,Engineering & Construction , Gurugram ,122,-1.0,150,
491,Narayana Health,Healthcare , Bengaluru ,64,-1.0,92,
492,L&T Energy Hydrocarbon,Engineering & Construction , Vadodara ,88,-1.0,118,
493,Aditya Birla Health Insurance Co,Insurance , Mumbai ,250,-1.0,121,
494,Honeywell Automation,Industrial Automation , Pune ,78,-1.0,133,
495,Paisabazaar.com,Internet , Gurugram ,35,-1.0,167,
496,Schindler,Industrial Machinery , Pune ,88,-1.0,122,
497,R.R. Donnelley,Marketing & Advertising , Chennai ,26,-1.0,128,
498,Trent,Retail , Mumbai ,144,-1.0,109,
499,Shadowfax Technologies,Logistics , Bengaluru ,239,-1.0,164,
500,Motherson Automotive Technologies and Engineering,Auto Components , Chennai ,68,-1.0,153,
501,V-Guard Industries,Consumer Electronics & Appliances , Kochi ,169,-1.0,117,
502,Philips,Medical Equipment , Bengaluru ,96,-1.0,177,
503,Dr Lal PathLabs,Healthcare , New Delhi ,201,-1.0,171,
504,Haier Appliances India,Consumer Electronics & Appliances , Pune ,156,-1.0,161,
505,Parle Products,FMCG , Mumbai ,248,-1.0,117,
506,Microland,IT Services & Consulting , Bengaluru ,45,-1.0,144,
507,Gabriel India Limited,Auto Components , Pune ,52,-1.0,132,
508,Uflex,Packaging , Noida ,46,-1.0,127,
509,NCR Voyix,IT Services & Consulting , Hyderabad ,90,-1.0,143,
510,CMS Infosystems,Software Product , Mumbai ,216,-1.0,78,
511,Tekwissen,IT Services & Consulting , Visakhapatnam ,5,-1.0,341,
512,Google,Software Product , Bengaluru ,86,-1.0,1k,
513,Globiva,BPO , Gurugram ,28,-1.0,137,
514,Spinny,Internet , Gurugram ,63,-1.0,202,
515,Crisil,Analytics & KPO , Mumbai ,81,-1.0,213,
516,Lucas-TVS,Auto Components , Chennai ,76,-1.0,90,
517,Adecco Group,Recruitment , Bengaluru ,180,-1.0,117,
518,Angel One,FinTech , Mumbai ,132,-1.0,165,
519,CNH (Case New Holland),Industrial Machinery , Gurugram ,136,-1.0,138,
520,Safexpress,Logistics , New Delhi ,158,-1.0,128,
521,DHL Supply Chain,Logistics , Mumbai ,101,-1.0,118,
522,Aye Finance,NBFC , Gurugram ,364,-1.0,94,
523,Aadhar Housing Finance,NBFC , Mumbai ,324,-1.0,117,
524,G R Infraprojects,Engineering & Construction , Gurugram ,156,-1.0,162,
525,NTPC,Power , New Delhi ,123,-1.0,180,
526,HTC Global Services,IT Services & Consulting , Chennai ,32,-1.0,162,
527,Tata Tele Business Services,Telecom , Mumbai ,135,-1.0,53,
528,Iris Software,IT Services & Consulting , Noida ,24,-1.0,206,
529,Thomson Reuters,Software Product , Bengaluru ,26,-1.0,137,
530,Tata Power,Power , Mumbai ,151,-1.0,215,
531,Infinx,Software Product , Hyderabad ,36,-1.0,208,
532,Trident Group,Fashion & Textile , Barnala ,58,-1.0,136,
533,Hindustan Aeronautics,Defence & Aerospace , Bengaluru ,64,-1.0,87,
534,TVS Sundram Fasteners,Auto Components , Chennai ,66,-1.0,92,
535,PI Industries,Agro Chemicals , Vadodara ,106,-1.0,137,
536,Torrent Power,Power , Ahmedabad ,61,-1.0,163,
537,KENT RO Systems,Consumer Electronics & Appliances , Noida ,152,-1.0,99,
538,ICICI Home Finance,Financial Services , Mumbai ,218,-1.0,98,
539,NeoSOFT,IT Services & Consulting , Mumbai ,24,-1.0,298,
540,Jindal Saw,Iron & Steel , Mundra ,76,-1.0,142,
541,CSB Bank,Banking , Mumbai ,233,-1.0,107,
542,First American (India),Insurance , Bengaluru ,22,-1.0,100,
543,Aragen Life Sciences,Clinical Research , Hyderabad ,30,-1.0,126,
544,Medi Assist India,Insurance , Bengaluru ,66,-1.0,135,
545,Honda Cars,Automobile , Bhiwadi ,117,-1.0,112,
546,Polycab Wires,Electrical Equipment , Vadodara ,166,-1.0,129,
547,Fusion CX,BPO , Kolkata ,57,-1.0,141,
548,Verizon,Telecom , Hyderabad ,11,-1.0,132,
549,AXA Global Business Services,IT Services & Consulting , Pune ,11,-1.0,103,
550,AkzoNobel,Chemicals , Pune ,162,-1.0,141,
551,Sterling & Wilson,Engineering & Construction , Mumbai ,130,-1.0,83,
552,Infra.Market,Building Material , Mumbai ,130,-1.0,276,
553,TELUS Digital,IT Services & Consulting , Noida ,25,-1.0,134,
554,Capri Global Capital,NBFC , New Delhi ,331,-1.0,73,
555,Stellar Migration,Other , Dubai ,7,-1.0,2,
556,Innovsource Services,Recruitment , Mumbai ,247,-1.0,76,
557,Godrej Properties,Real Estate , Mumbai ,34,-1.0,124,
558,Cafe Coffee Day,Hospitality , Bengaluru ,105,-1.0,81,
559,MetLife,Insurance , Noida ,44,-1.0,102,
560,SS&C TECHNOLOGIES,IT Services & Consulting , Mumbai ,30,-1.0,198,
561,DIVI'S Laboratories,Pharma , Visakhapatnam ,36,-1.0,100,
562,Kalyan Jewellers,Jewellery , Thrissur ,155,-1.0,78,
563,Haldiram Foods International Limited,FMCG , Nagpur ,166,-1.0,155,
564,Hindustan Petroleum,Oil & Gas , Mumbai ,254,-1.0,115,
565,Tata Communications Transformation Services,Telecom , Pune ,95,-1.0,101,
566,Digit Insurance,Insurance , Bengaluru ,88,-1.0,231,
567,Future Retail,Retail , Mumbai ,197,-1.0,57,
568,USHA International,Consumer Electronics & Appliances , Gurugram ,147,-1.0,113,
569,Dhani Loans and Services,NBFC , Gurugram ,186,-1.0,70,
570,Reckitt Benckiser,FMCG , Gurugram ,135,-1.0,105,
571,Security and Intelligence Services (India),Law Enforcement & Security , New Delhi ,196,-1.0,79,
572,Air India,Aviation , New Delhi ,68,-1.0,211,
573,USV,Pharma , Mumbai ,108,-1.0,87,
574,HDFC Securities,Financial Services , Mumbai ,185,-1.0,125,
575,BT Business,Telecom , Gurugram ,12,-1.0,90,
576,Isgec Heavy Engineering,Engineering & Construction , Noida ,91,-1.0,144,
577,Vedantu,EdTech , Bengaluru ,72,-1.0,198,
578,Pine Labs,FinTech , Noida ,118,-1.0,135,
579,LivSpace,Architecture & Interior Design , Bengaluru ,53,-1.0,166,
580,Bata,Fashion & Textile , Gurugram ,148,-1.0,85,
581,Adani Green Energy,Power , Ahmedabad ,114,-1.0,152,
582,XBP Global,Internet , Chennai ,22,-1.0,102,
583,Annapurna Finance,NBFC , Bhubaneswar ,392,-1.0,84,
584,Metro Cash & Carry,Retail , Bengaluru ,88,-1.0,75,
585,BVG India,Facility Management Services , Pune ,134,-1.0,166,
586,NEC,IT Services & Consulting , Noida ,54,-1.0,79,
587,Indian Navy,Defence & Aerospace , Mumbai ,74,-1.0,35,
588,Mother Dairy Fruit & Vegetable,Food Processing , New Delhi ,127,-1.0,101,
589,Granules India Limited,Pharma , Hyderabad ,22,-1.0,84,
590,Cavinkare,FMCG , Chennai ,172,-1.0,69,
591,Provana,BPO , Noida ,11,-1.0,174,
592,Sysnet Global Technologies,IT Services & Consulting , New Delhi ,153,-1.0,142,
593,Orange Business,IT Services & Consulting , Gurugram ,52,-1.0,113,
594,FactSet,Analytics & KPO , Hyderabad ,17,-1.0,230,
595,Medanta the Medicity,Healthcare , Gurugram ,48,-1.0,128,
596,Caterpillar Inc,Industrial Machinery , Chennai ,43,-1.0,207,
597,Cushman & Wakefield,Real Estate , Gurugram ,44,-1.0,114,
598,Hitachi Astemo,Auto Components , Neemrana ,51,-1.0,135,
599,Frankfinn Institute of Air Hostess Training,Education & Training , Gurugram ,60,-1.0,126,
600,Rungta Mines,Metals & Mining , Chaibasa ,56,-1.0,177,
601,HighRadius,Software Product , Hyderabad ,15,-1.0,208,
602,TTEC India,BPO , Ahmedabad ,35,-1.0,188,
603,American Broadcasting Company,Engineering & Construction , Bengaluru ,106,-1.0,592,
604,Orchids International School,Education & Training , Bengaluru ,33,-1.0,330,
605,Yamaha Motor,Automobile , Chennai ,154,-1.0,86,
606,Rane (Madras),Auto Components , Chennai ,57,-1.0,94,
607,KONE,Industrial Machinery , Chennai ,72,-1.0,135,
608,MagicBricks,Internet , Noida ,34,-1.0,349,
609,JSW Bhushan Power & Steel,Iron & Steel , Jharsuguda ,65,-1.0,76,
610,DHL Express,Logistics , Mumbai ,90,-1.0,77,
611,BA Continuum,IT Services & Consulting , Hyderabad ,18,-1.0,111,
612,L.G.Balakrishnan & Bros,Auto Components , Coimbatore ,61,-1.0,81,
613,Johnson & Johnson,Healthcare , Mumbai ,171,-1.0,115,
614,Procter & Gamble,FMCG , Mumbai ,251,-1.0,133,
615,Wipro Enterprises Ltd,FMCG , Bengaluru ,122,-1.0,203,
616,Tata Play,Broadcasting , Mumbai ,222,-1.0,90,
617,Compass Group Support Services,Facility Management Services , Bengaluru ,77,-1.0,86,
618,Matrimony.com,Internet , Chennai ,64,-1.0,101,
619,Vardhman Fabrics,Fashion & Textile , Baddi ,62,-1.0,79,
620,CG Power and Industrial Solutions,Electrical Equipment , Bhopal ,91,-1.0,105,
621,Patanjali Foods,FMCG , Haridwar ,232,-1.0,100,
622,Chegg,EdTech , New Delhi ,77,-1.0,167,
623,Hero Motors Company,Automobile , Ghaziabad ,231,-1.0,96,
624,Arvind Group,Fashion & Textile , Ahmedabad ,91,-1.0,78,
625,Belrise Industries,Auto Components , Pune ,58,-1.0,106,
626,CMA CGM,Ports & Shipping , Chennai ,37,-1.0,100,
627,Clover Infotech,IT Services & Consulting , Mumbai ,22,-1.0,137,
628,Suryoday Small Finance Bank,Banking , Mumbai ,231,-1.0,96,
629,HERE Technologies,IT Services & Consulting , Mumbai ,19,-1.0,112,
630,IIFL SAMASTA,NBFC , Bengaluru ,397,-1.0,81,
631,Krishna Maruti,Auto Components , Gurugram ,50,-1.0,129,
632,PharmEasy,Internet , Bengaluru ,70,-1.0,117,
633,Marico,FMCG , Mumbai ,183,-1.0,102,
634,ReNew,Power , Gurugram ,105,-1.0,135,
635,Coronis Ajuba Solutions,BPO , Chennai ,31,-1.0,93,
636,Tata 1mg,Internet , Gurugram ,62,-1.0,218,
637,Toyota Kirloskar Motor,Automobile , Bengaluru ,90,-1.0,78,
638,Honda,Automobile , Gurugram ,227,-1.0,111,
639,Welspun Living Limited,Fashion & Textile , Anjar ,86,-1.0,89,
640,Goldman Sachs,Financial Services , Bengaluru ,22,-1.0,412,
641,Emami,FMCG , Kolkata ,175,-1.0,104,
642,Satin Creditcare Network,NBFC , Gurugram ,325,-1.0,64,
643,NielsenIQ,Analytics & KPO , Chennai ,54,-1.0,225,
644,Dixon Technologies,Electronics Manufacturing , Noida ,46,-1.0,142,
645,Godrej Industries Group,Real Estate , Mumbai ,148,-1.0,148,
646,Veritas Finance,NBFC , Chennai ,298,-1.0,88,
647,Teva Pharmaceuticals,Pharma , Bengaluru ,52,-1.0,117,
648,Shriram Life Insurance,Insurance , Hyderabad ,323,-1.0,109,
649,ZF Commercial Vehicle Control Systems,Auto Components , Chennai ,48,-1.0,80,
650,iOPEX Technologies,IT Services & Consulting , Chennai ,16,-1.0,88,
651,Mercer,Management Consulting , New Delhi ,17,-1.0,97,
652,Supreme Industries,Petrochemicals , Gwalior ,122,-1.0,96,
653,KFC,Hospitality , New Delhi ,172,-1.0,86,
654,Sanofi,Pharma , Hyderabad ,92,-1.0,98,
655,Cemindia Projects,Engineering & Construction , Mumbai ,88,-1.0,91,
656,Relaxo Footwear,Fashion & Textile , New Delhi ,158,-1.0,108,
657,IFB,Consumer Electronics & Appliances , Bengaluru ,177,-1.0,121,
658,Asahi India Glass,Auto Components , Chennai ,87,-1.0,110,
659,Amul India,Food Processing , Ahmedabad ,205,-1.0,155,
660,Bajaj Capital,Financial Services , New Delhi ,173,-1.0,166,
661,Urban Company,Internet , Gurugram ,59,-1.0,167,
662,Marriott International,Hospitality , Bengaluru ,90,-1.0,100,
663,Broadridge Financial Solutions,FinTech , Hyderabad ,14,-1.0,162,
664,Dainik Bhaskar Group,Printing & Publishing , Bhopal ,137,-1.0,78,
665,IndiaFirst Life Insurance,Insurance , Mumbai ,243,-1.0,81,
666,Suguna Foods,Food Processing , Coimbatore ,202,-1.0,94,
667,HCL Infosystems,IT Services & Consulting , Noida ,105,-1.0,146,
668,Gujarat Fluorochemicals,Chemicals , Bharuch ,32,-1.0,106,
669,Nayara Energy,Oil & Gas , Jamnagar ,96,-1.0,96,
670,Kotak Mahindra Prime,NBFC , Mumbai ,171,-1.0,68,
671,Muthoot Microfin,NBFC , Kochi ,408,-1.0,83,
672,XL Dynamics,IT Services & Consulting , Mumbai ,32,-1.0,96,
673,Tesco,Retail , Bengaluru ,17,-1.0,149,
674,Hinduja Leyland Finance,NBFC , Chennai ,298,-1.0,57,
675,Oracle Cerner,Software Product , Bengaluru ,7,-1.0,169,
676,Bisleri,Beverage , Mumbai ,177,-1.0,113,
677,SHYAM METALICS AND ENERGY,Metals & Mining , Sambalpur ,75,-1.0,154,
678,Lumax Industries,Auto Components , Gurugram ,41,-1.0,97,
679,Patra India,BPO , Visakhapatnam ,26,-1.0,119,
680,Steel Strips Wheels,Auto Components , Chennai ,51,-1.0,88,
681,Evalueserve,Analytics & KPO , Gurugram ,15,-1.0,141,
682,GMR Group,Engineering & Construction , New Delhi ,72,-1.0,104,
683,Piramal Pharma,Pharma , Mumbai ,83,-1.0,119,
684,Karur Vysya Bank,Banking , Chennai ,189,-1.0,106,
685,Ashoka Buildcon,Engineering & Construction , Nashik ,154,-1.0,81,
686,Max Fashion,Retail , Bengaluru ,152,-1.0,75,
687,GE VERNOVA,Power , Bengaluru ,83,-1.0,111,
688,Canara Bank,Banking , Bengaluru ,218,-1.0,49,
689,SAI Life Sciences,Clinical Research , Hyderabad ,26,-1.0,106,
690,Page Industries,Fashion & Textile , Bengaluru ,164,-1.0,70,
691,Tata Consumer Products,FMCG , Bengaluru ,219,-1.0,99,
692,Honeywell Technology Solutions,Industrial Automation , Bengaluru ,18,-1.0,163,
693,Taurus BPO Services,BPO , Pune ,23,-1.0,34,
694,QualityKiosk Technologies,IT Services & Consulting , Mumbai ,20,-1.0,165,
695,Tanishq,Jewellery , Kolkata ,235,-1.0,110,
696,Tata Group,IT Services & Consulting , Mumbai ,171,-1.0,380,
697,Health Care Global Enterprises,Healthcare , Bengaluru ,53,-1.0,131,
698,Wheelseye Technology,Internet , Gurugram ,224,-1.0,114,
699,Tata AutoComp Systems,Auto Components , Pune ,44,-1.0,115,
700,Gland Pharma,Pharma , Hyderabad ,35,-1.0,89,
701,ISS Facility Services,Facility Management Services , Mumbai ,66,-1.0,68,
702,Oberoi Group of Hotels,Hospitality , New Delhi ,38,-1.0,96,
703,Sonata Software,IT Services & Consulting , Bengaluru ,16,-1.0,135,
704,Devyani International,Hospitality , New Delhi ,136,-1.0,71,
705,Aon,Management Consulting , Gurugram ,25,-1.0,85,
706,Indoco Remedies,Pharma , Mumbai ,83,-1.0,88,
707,Daimler India Commercial Vehicles,Automobile , Chennai ,48,-1.0,73,
708,NIIT,Education & Training , Gurugram ,101,-1.0,108,
709,Narayana Educational Society,Education & Training , Hyderabad ,144,-1.0,66,
710,Airtel Payments Bank,Banking , Gurugram ,328,-1.0,110,
711,Acmegrade,EdTech , Bengaluru ,21,-1.0,68,
712,Bharat Forge,Auto Components , Pune ,28,-1.0,78,
713,V5 Global Services,Recruitment , New Delhi ,215,-1.0,89,
714,Hyatt Regency,Hospitality , New Delhi ,50,-1.0,58,
715,Apco Infratech,Engineering & Construction , Lucknow ,94,-1.0,137,
716,Amneal Pharmaceuticals,Pharma , Ahmedabad ,44,-1.0,83,
717,Heritage Foods,Food Processing , Hyderabad ,126,-1.0,101,
718,Agilus Diagnostics,Healthcare , Mumbai ,136,-1.0,84,
719,Acuity Analytics,Analytics & KPO , Bengaluru ,16,-1.0,171,
720,Happiest Minds Technologies,IT Services & Consulting , Bengaluru ,17,-1.0,151,
721,PNB Housing Finance,NBFC , New Delhi ,168,-1.0,52,
722,Sony,Consumer Electronics & Appliances , New Delhi ,145,-1.0,82,
723,Apexon,IT Services & Consulting , Bengaluru ,21,-1.0,175,
724,SBFC Finance,NBFC , Mumbai ,216,-1.0,94,
725,IDC Technologies,IT Services & Consulting , Noida ,66,-1.0,76,
726,Tieto,IT Services & Consulting , Pune ,14,-1.0,103,
727,AB InBev India,Beverage , Bengaluru ,77,-1.0,114,
728,CIE Automotive India Limited (Formerly known as Mahindra CIE Automotive Limited),Auto Components , Pune ,47,-1.0,88,
729,Morningstar,Financial Services , Mumbai ,18,-1.0,261,
730,Jaquar,Building Material , Gurugram ,114,-1.0,83,
731,J. Kumar Infraprojects,Engineering & Construction , Mumbai ,40,-1.0,91,
732,TCS iON,IT Services & Consulting , Chennai ,114,-1.0,400,
733,The Muthoot Group,Financial Services , New Delhi ,308,-1.0,84,
734,Amara Raja Energy & Mobility,Auto Components , Tirupati ,92,-1.0,107,
735,Aumovio,Auto Components , Bengaluru ,21,-1.0,81,
736,Xiaomi,Consumer Electronics & Appliances , Bengaluru ,212,-1.0,112,
737,Indegene,Analytics & KPO , Bengaluru ,32,-1.0,170,
738,Altimetrik,IT Services & Consulting , Bengaluru ,14,-1.0,258,
739,VLCC,Beauty & Personal Care , New Delhi ,111,-1.0,53,
740,Vfs Global Services,IT Services & Consulting , Mumbai ,32,-1.0,71,
741,Chandigarh University,Education & Training , Chandigarh ,48,-1.0,107,
742,Unisys,IT Services & Consulting , Bengaluru ,18,-1.0,81,
743,Slk Software Services,IT Services & Consulting , Bengaluru ,15,-1.0,113,
744,Adobe,Software Product , Bengaluru ,21,-1.0,265,
745,Sansera Engineering,Auto Components , Bengaluru ,28,-1.0,95,
746,FedEx Express,Logistics , Mumbai ,93,-1.0,108,
747,Infogain,IT Services & Consulting , Bengaluru ,23,-1.0,136,
748,Faurecia,Auto Components , Pune ,28,-1.0,70,
749,Oracle Financial Services Software,Software Product , Bengaluru ,21,-1.0,192,
750,AtkinsRealis,Engineering & Construction , Bengaluru ,54,-1.0,106,
751,DCM Shriram,Chemicals , Bharuch ,109,-1.0,106,
752,Sheenlac Paints,Chemicals , Chennai ,162,-1.0,209,
753,Paytm Payments Bank,Banking , Noida ,137,-1.0,140,
754,Nykaa,Internet , Mumbai ,115,-1.0,145,
755,Kantar,Analytics & KPO , Bengaluru ,44,-1.0,115,
