,CompanyName,Industry,Locations,LocationCount,Rating,InterviewCount
420,Whirlpool,Consumer Electronics & Appliances , Pune ,175,-1.0,118
421,Daikin Airconditioning India Pvt. Ltd.,Consumer Electronics & Appliances , Neemrana ,108,-1.0,205
422,Indian Railways,Railways , Kolkata ,249,-1.0,113
423,Bharti AXA Life Insurance,Insurance , Mumbai ,243,-1.0,147
424,Cisco,Hardware & Networking , Bengaluru ,46,-1.0,411
425,SBI General Insurance,Insurance , Mumbai ,287,-1.0,128
426,GlaxoSmithKline Pharmaceuticals,Pharma , Bengaluru ,216,-1.0,125
427,Newgen Software Technologies,IT Services & Consulting , Noida ,32,-1.0,202
428,GAO Tek,Electrical Equipment , New York ,41,-1.0,529
429,Nokia Networks,Hardware & Networking , Chennai ,87,-1.0,126
430,Coromandel International,Agro Chemicals , Visakhapatnam ,182,-1.0,123
431,BNP Paribas,Banking , Mumbai ,27,-1.0,211
432,Renault Nissan Technology & Business Centre India,Automobile , Chennai ,19,-1.0,152
433,Sify Technologies,IT Services & Consulting , Chennai ,132,-1.0,147
434,Meesho,Internet , Bengaluru ,131,-1.0,424
435,Shahi Exports,Fashion & Textile , Bengaluru ,72,-1.0,125
436,Allstate,Insurance , Pune ,16,-1.0,156
437,Ambuja Cements,Building Material , Mumbai ,258,-1.0,162
438,ValueLabs,IT Services & Consulting , Hyderabad ,20,-1.0,215
439,Microsoft Corporation,Software Product , Bengaluru ,47,-1.0,614
440,Bank of Baroda,Banking , Mumbai ,299,-1.0,116
441,Life Insurance Corporation of India,Insurance , New Delhi ,470,-1.0,97
442,Huawei Technologies,Telecom , Bengaluru ,104,-1.0,118
443,Brakes India,Auto Components , Chennai ,100,-1.0,104
444,Cargill,Food Processing , Bengaluru ,120,-1.0,111
445,BHEL,Electrical Equipment , Bengaluru ,128,-1.0,135
446,Simplex Infrastructures,Engineering & Construction , Kolkata ,138,-1.0,83
447,Spark Minda,Auto Components , Pune ,75,-1.0,158
448,upGrad,EdTech , Bengaluru ,49,-1.0,217
449,Power Mech Projects,Engineering & Construction , Hyderabad ,152,-1.0,121
450,CAMS,Financial Services , Chennai ,107,-1.0,146
451,Pfizer,Pharma , Visakhapatnam ,132,-1.0,86
452,FirstCry,Retail , Pune ,213,-1.0,209
453,Generali Central Life Insurance,Insurance , Mumbai ,199,-1.0,118
454,Mercedes-Benz Research and Development India,IT Services & Consulting , Bengaluru ,52,-1.0,208
455,Poonawalla Fincorp,NBFC , Pune ,263,-1.0,81
456,Bharat Petroleum,Oil & Gas , Mumbai ,260,-1.0,174
457,"Maruti Suzuki India Limited, Hansalpur",Automobile , Ahmedabad ,103,-1.0,227
458,Force Motors,Automobile , Pune ,106,-1.0,145
459,Saint-Gobain,Building Material , Mumbai ,103,-1.0,206
461,Nuvoco Vistas,Building Material , Kolkata ,197,-1.0,124
462,Ola Cabs,Internet , Bengaluru ,112,-1.0,153
463,Jio Platforms,IT Services & Consulting , Mumbai ,103,-1.0,258
464,Raymond Lifestyle Limited,Fashion & Textile , Mumbai ,149,-1.0,114
465,Reliance Trends,Retail , Bengaluru ,392,-1.0,123
466,Kotak Securities,Financial Services , Mumbai ,139,-1.0,144
467,Manipal Hospitals,Healthcare , Bengaluru ,66,-1.0,137
468,Renault-Nissan,Automobile , Chennai ,86,-1.0,125
469,IndusInd General Insurance,Insurance , Mumbai ,193,-1.0,99
470,ITC Hotels,Hospitality , Bengaluru ,94,-1.0,102
471,Henry Harvin Education,EdTech , Noida ,33,-1.0,73
472,Delphi TVS,Auto Components , Chennai ,60,-1.0,100
473,Extramarks Education,EdTech , Noida ,111,-1.0,172
474,CitiusTech,IT Services & Consulting , Mumbai ,17,-1.0,313
475,JK Tyre,Auto Components , Chennai ,141,-1.0,140
476,Infinite Computer Solutions,IT Services & Consulting , Bengaluru ,36,-1.0,173
477,Biological E,Pharma , Hyderabad ,71,-1.0,140
478,Morgan Stanley,Financial Services , Mumbai ,19,-1.0,335
479,SGS,"Testing, Inspection and Certification (TIC) ", Mumbai ,145,-1.0,125
480,YASH Technologies,IT Services & Consulting , Hyderabad ,31,-1.0,170
481,EPAM Systems,IT Services & Consulting , Hyderabad ,35,-1.0,621
482,Senco Gold,Jewellery , Kolkata ,78,-1.0,633
483,State Street Syntel,Financial Services , Mumbai ,21,-1.0,79
484,Ninjacart,Internet , Bengaluru ,112,-1.0,103
485,Novartis,Pharma , Hyderabad ,75,-1.0,167
486,K12 Techno Services,EdTech , Bengaluru ,43,-1.0,416
487,HSBC Electronic Data Processing,IT Services & Consulting , Bengaluru ,19,-1.0,88
488,Valeo,Auto Components , Chennai ,171,-1.0,105
489,SAP,Software Product , Bengaluru ,53,-1.0,316
490,IDBI Bank,Banking , Mumbai ,330,-1.0,82
491,AECOM,Engineering & Construction , Gurugram ,122,-1.0,150
492,Narayana Health,Healthcare , Bengaluru ,64,-1.0,92
493,L&T Energy Hydrocarbon,Engineering & Construction , Vadodara ,88,-1.0,118
494,Aditya Birla Health Insurance Co,Insurance , Mumbai ,250,-1.0,121
495,Honeywell Automation,Industrial Automation , Pune ,78,-1.0,133
496,Paisabazaar.com,Internet , Gurugram ,35,-1.0,167
497,Schindler,Industrial Machinery , Pune ,88,-1.0,122
498,R.R. Donnelley,Marketing & Advertising , Chennai ,26,-1.0,128
499,Trent,Retail , Mumbai ,144,-1.0,109
500,Shadowfax Technologies,Logistics , Bengaluru ,239,-1.0,164
501,Motherson Automotive Technologies and Engineering,Auto Components , Chennai ,68,-1.0,153
502,V-Guard Industries,Consumer Electronics & Appliances , Kochi ,169,-1.0,117
503,Philips,Medical Equipment , Bengaluru ,96,-1.0,177
504,Dr Lal PathLabs,Healthcare , New Delhi ,201,-1.0,171
505,Haier Appliances India,Consumer Electronics & Appliances , Pune ,156,-1.0,161
506,Parle Products,FMCG , Mumbai ,248,-1.0,117
507,Microland,IT Services & Consulting , Bengaluru ,45,-1.0,144
508,Gabriel India Limited,Auto Components , Pune ,52,-1.0,132
509,Uflex,Packaging , Noida ,46,-1.0,127
510,NCR Voyix,IT Services & Consulting , Hyderabad ,90,-1.0,143
511,CMS Infosystems,Software Product , Mumbai ,216,-1.0,78
512,Tekwissen,IT Services & Consulting , Visakhapatnam ,5,-1.0,341
513,Google,Software Product , Bengaluru ,86,-1.0,1k
514,Globiva,BPO , Gurugram ,28,-1.0,137
515,Spinny,Internet , Gurugram ,63,-1.0,202
516,Crisil,Analytics & KPO , Mumbai ,81,-1.0,213
517,Lucas-TVS,Auto Components , Chennai ,76,-1.0,90
518,Adecco Group,Recruitment , Bengaluru ,180,-1.0,117
519,Angel One,FinTech , Mumbai ,132,-1.0,165
520,CNH (Case New Holland),Industrial Machinery , Gurugram ,136,-1.0,138
521,Safexpress,Logistics , New Delhi ,158,-1.0,128
522,DHL Supply Chain,Logistics , Mumbai ,101,-1.0,118
523,Aye Finance,NBFC , Gurugram ,364,-1.0,94
524,Aadhar Housing Finance,NBFC , Mumbai ,324,-1.0,117
525,G R Infraprojects,Engineering & Construction , Gurugram ,156,-1.0,162
526,NTPC,Power , New Delhi ,123,-1.0,180
527,HTC Global Services,IT Services & Consulting , Chennai ,32,-1.0,162
528,Tata Tele Business Services,Telecom , Mumbai ,135,-1.0,53
529,Iris Software,IT Services & Consulting , Noida ,24,-1.0,206
530,Thomson Reuters,Software Product , Bengaluru ,26,-1.0,137
531,Tata Power,Power , Mumbai ,151,-1.0,215
532,Infinx,Software Product , Hyderabad ,36,-1.0,208
533,Trident Group,Fashion & Textile , Barnala ,58,-1.0,136
534,Hindustan Aeronautics,Defence & Aerospace , Bengaluru ,64,-1.0,87
535,TVS Sundram Fasteners,Auto Components , Chennai ,66,-1.0,92
536,PI Industries,Agro Chemicals , Vadodara ,106,-1.0,137
537,Torrent Power,Power , Ahmedabad ,61,-1.0,163
538,KENT RO Systems,Consumer Electronics & Appliances , Noida ,152,-1.0,99
539,ICICI Home Finance,Financial Services , Mumbai ,218,-1.0,98
540,NeoSOFT,IT Services & Consulting , Mumbai ,24,-1.0,298
541,Jindal Saw,Iron & Steel , Mundra ,76,-1.0,142
542,CSB Bank,Banking , Mumbai ,233,-1.0,107
543,First American (India),Insurance , Bengaluru ,22,-1.0,100
544,Aragen Life Sciences,Clinical Research , Hyderabad ,30,-1.0,126
545,Medi Assist India,Insurance , Bengaluru ,66,-1.0,135
546,Honda Cars,Automobile , Bhiwadi ,117,-1.0,112
547,Polycab Wires,Electrical Equipment , Vadodara ,166,-1.0,129
548,Fusion CX,BPO , Kolkata ,57,-1.0,141
549,Verizon,Telecom , Hyderabad ,11,-1.0,132
550,AXA Global Business Services,IT Services & Consulting , Pune ,11,-1.0,103
551,AkzoNobel,Chemicals , Pune ,162,-1.0,141
552,Sterling & Wilson,Engineering & Construction , Mumbai ,130,-1.0,83
553,Infra.Market,Building Material , Mumbai ,130,-1.0,276
554,TELUS Digital,IT Services & Consulting , Noida ,25,-1.0,134
555,Capri Global Capital,NBFC , New Delhi ,331,-1.0,73
556,Stellar Migration,Other , Dubai ,7,-1.0,2
557,Innovsource Services,Recruitment , Mumbai ,247,-1.0,76
558,Godrej Properties,Real Estate , Mumbai ,34,-1.0,124
559,Cafe Coffee Day,Hospitality , Bengaluru ,105,-1.0,81
560,MetLife,Insurance , Noida ,44,-1.0,102
561,SS&C TECHNOLOGIES,IT Services & Consulting , Mumbai ,30,-1.0,198
562,DIVI'S Laboratories,Pharma , Visakhapatnam ,36,-1.0,100
563,Kalyan Jewellers,Jewellery , Thrissur ,155,-1.0,78
564,Haldiram Foods International Limited,FMCG , Nagpur ,166,-1.0,155
565,Hindustan Petroleum,Oil & Gas , Mumbai ,254,-1.0,115
566,Tata Communications Transformation Services,Telecom , Pune ,95,-1.0,101
567,Digit Insurance,Insurance , Bengaluru ,88,-1.0,231
568,Future Retail,Retail , Mumbai ,197,-1.0,57
569,USHA International,Consumer Electronics & Appliances , Gurugram ,147,-1.0,113
570,Dhani Loans and Services,NBFC , Gurugram ,186,-1.0,70
571,Reckitt Benckiser,FMCG , Gurugram ,135,-1.0,105
572,Security and Intelligence Services (India),Law Enforcement & Security , New Delhi ,196,-1.0,79
573,Air India,Aviation , New Delhi ,68,-1.0,211
574,USV,Pharma , Mumbai ,108,-1.0,87
575,HDFC Securities,Financial Services , Mumbai ,185,-1.0,125
576,BT Business,Telecom , Gurugram ,12,-1.0,90
577,Isgec Heavy Engineering,Engineering & Construction , Noida ,91,-1.0,144
578,Vedantu,EdTech , Bengaluru ,72,-1.0,198
579,Pine Labs,FinTech , Noida ,118,-1.0,135
580,LivSpace,Architecture & Interior Design , Bengaluru ,53,-1.0,166
581,Bata,Fashion & Textile , Gurugram ,148,-1.0,85
582,Adani Green Energy,Power , Ahmedabad ,114,-1.0,152
583,XBP Global,Internet , Chennai ,22,-1.0,102
584,Annapurna Finance,NBFC , Bhubaneswar ,392,-1.0,84
585,Metro Cash & Carry,Retail , Bengaluru ,88,-1.0,75
586,BVG India,Facility Management Services , Pune ,134,-1.0,166
587,NEC,IT Services & Consulting , Noida ,54,-1.0,79
588,Indian Navy,Defence & Aerospace , Mumbai ,74,-1.0,35
589,Mother Dairy Fruit & Vegetable,Food Processing , New Delhi ,127,-1.0,101
590,Granules India Limited,Pharma , Hyderabad ,22,-1.0,84
591,Cavinkare,FMCG , Chennai ,172,-1.0,69
592,Provana,BPO , Noida ,11,-1.0,174
593,Sysnet Global Technologies,IT Services & Consulting , New Delhi ,153,-1.0,142
594,Orange Business,IT Services & Consulting , Gurugram ,52,-1.0,113
595,FactSet,Analytics & KPO , Hyderabad ,17,-1.0,230
596,Medanta the Medicity,Healthcare , Gurugram ,48,-1.0,128
597,Caterpillar Inc,Industrial Machinery , Chennai ,43,-1.0,207
598,Cushman & Wakefield,Real Estate , Gurugram ,44,-1.0,114
599,Hitachi Astemo,Auto Components , Neemrana ,51,-1.0,135
600,Frankfinn Institute of Air Hostess Training,Education & Training , Gurugram ,60,-1.0,126
601,Rungta Mines,Metals & Mining , Chaibasa ,56,-1.0,177
602,HighRadius,Software Product , Hyderabad ,15,-1.0,208
603,TTEC India,BPO , Ahmedabad ,35,-1.0,188
604,American Broadcasting Company,Engineering & Construction , Bengaluru ,106,-1.0,592
605,Orchids International School,Education & Training , Bengaluru ,33,-1.0,330
606,Yamaha Motor,Automobile , Chennai ,154,-1.0,86
607,Rane (Madras),Auto Components , Chennai ,57,-1.0,94
608,KONE,Industrial Machinery , Chennai ,72,-1.0,135
609,MagicBricks,Internet , Noida ,34,-1.0,349
610,JSW Bhushan Power & Steel,Iron & Steel , Jharsuguda ,65,-1.0,76
611,DHL Express,Logistics , Mumbai ,90,-1.0,77
612,BA Continuum,IT Services & Consulting , Hyderabad ,18,-1.0,111
613,L.G.Balakrishnan & Bros,Auto Components , Coimbatore ,61,-1.0,81
614,Johnson & Johnson,Healthcare , Mumbai ,171,-1.0,115
615,Procter & Gamble,FMCG , Mumbai ,251,-1.0,133
616,Wipro Enterprises Ltd,FMCG , Bengaluru ,122,-1.0,203
617,Tata Play,Broadcasting , Mumbai ,222,-1.0,90
618,Compass Group Support Services,Facility Management Services , Bengaluru ,77,-1.0,86
619,Matrimony.com,Internet , Chennai ,64,-1.0,101
620,Vardhman Fabrics,Fashion & Textile , Baddi ,62,-1.0,79
621,CG Power and Industrial Solutions,Electrical Equipment , Bhopal ,91,-1.0,105
622,Patanjali Foods,FMCG , Haridwar ,232,-1.0,100
623,Chegg,EdTech , New Delhi ,77,-1.0,167
624,Hero Motors Company,Automobile , Ghaziabad ,231,-1.0,96
625,Arvind Group,Fashion & Textile , Ahmedabad ,91,-1.0,78
626,Belrise Industries,Auto Components , Pune ,58,-1.0,106
627,CMA CGM,Ports & Shipping , Chennai ,37,-1.0,100
628,Clover Infotech,IT Services & Consulting , Mumbai ,22,-1.0,137
629,Suryoday Small Finance Bank,Banking , Mumbai ,231,-1.0,96
630,HERE Technologies,IT Services & Consulting , Mumbai ,19,-1.0,112
631,IIFL SAMASTA,NBFC , Bengaluru ,397,-1.0,81
632,Krishna Maruti,Auto Components , Gurugram ,50,-1.0,129
633,PharmEasy,Internet , Bengaluru ,70,-1.0,117
634,Marico,FMCG , Mumbai ,183,-1.0,102
635,ReNew,Power , Gurugram ,105,-1.0,135
636,Coronis Ajuba Solutions,BPO , Chennai ,31,-1.0,93
637,Tata 1mg,Internet , Gurugram ,62,-1.0,218
638,Toyota Kirloskar Motor,Automobile , Bengaluru ,90,-1.0,78
639,Honda,Automobile , Gurugram ,227,-1.0,111
641,Welspun Living Limited,Fashion & Textile , Anjar ,86,-1.0,89
642,Goldman Sachs,Financial Services , Bengaluru ,22,-1.0,412
643,Emami,FMCG , Kolkata ,175,-1.0,104
644,Satin Creditcare Network,NBFC , Gurugram ,325,-1.0,64
645,NielsenIQ,Analytics & KPO , Chennai ,54,-1.0,225
646,Dixon Technologies,Electronics Manufacturing , Noida ,46,-1.0,142
647,Godrej Industries Group,Real Estate , Mumbai ,148,-1.0,148
648,Veritas Finance,NBFC , Chennai ,298,-1.0,88
649,Teva Pharmaceuticals,Pharma , Bengaluru ,52,-1.0,117
650,Shriram Life Insurance,Insurance , Hyderabad ,323,-1.0,109
651,ZF Commercial Vehicle Control Systems,Auto Components , Chennai ,48,-1.0,80
652,iOPEX Technologies,IT Services & Consulting , Chennai ,16,-1.0,88
653,Mercer,Management Consulting , New Delhi ,17,-1.0,97
654,Supreme Industries,Petrochemicals , Gwalior ,122,-1.0,96
655,KFC,Hospitality , New Delhi ,172,-1.0,86
656,Sanofi,Pharma , Hyderabad ,92,-1.0,98
657,Cemindia Projects,Engineering & Construction , Mumbai ,88,-1.0,91
658,Relaxo Footwear,Fashion & Textile , New Delhi ,158,-1.0,108
659,IFB,Consumer Electronics & Appliances , Bengaluru ,177,-1.0,121
660,Asahi India Glass,Auto Components , Chennai ,87,-1.0,110
661,Amul India,Food Processing , Ahmedabad ,205,-1.0,155
662,Bajaj Capital,Financial Services , New Delhi ,173,-1.0,166
663,Urban Company,Internet , Gurugram ,59,-1.0,167
664,Marriott International,Hospitality , Bengaluru ,90,-1.0,100
665,Broadridge Financial Solutions,FinTech , Hyderabad ,14,-1.0,162
666,Dainik Bhaskar Group,Printing & Publishing , Bhopal ,137,-1.0,78
667,IndiaFirst Life Insurance,Insurance , Mumbai ,243,-1.0,81
668,Suguna Foods,Food Processing , Coimbatore ,202,-1.0,94
669,HCL Infosystems,IT Services & Consulting , Noida ,105,-1.0,146
670,Gujarat Fluorochemicals,Chemicals , Bharuch ,32,-1.0,106
671,Nayara Energy,Oil & Gas , Jamnagar ,96,-1.0,96
672,Kotak Mahindra Prime,NBFC , Mumbai ,171,-1.0,68
673,Muthoot Microfin,NBFC , Kochi ,408,-1.0,83
674,XL Dynamics,IT Services & Consulting , Mumbai ,32,-1.0,96
675,Tesco,Retail , Bengaluru ,17,-1.0,149
676,Hinduja Leyland Finance,NBFC , Chennai ,298,-1.0,57
677,Oracle Cerner,Software Product , Bengaluru ,7,-1.0,169
678,Bisleri,Beverage , Mumbai ,177,-1.0,113
679,SHYAM METALICS AND ENERGY,Metals & Mining , Sambalpur ,75,-1.0,154
680,Lumax Industries,Auto Components , Gurugram ,41,-1.0,97
681,Patra India,BPO , Visakhapatnam ,26,-1.0,119
682,Steel Strips Wheels,Auto Components , Chennai ,51,-1.0,88
683,Evalueserve,Analytics & KPO , Gurugram ,15,-1.0,141
684,GMR Group,Engineering & Construction , New Delhi ,72,-1.0,104
685,Piramal Pharma,Pharma , Mumbai ,83,-1.0,119
686,Karur Vysya Bank,Banking , Chennai ,189,-1.0,106
687,Ashoka Buildcon,Engineering & Construction , Nashik ,154,-1.0,81
688,Max Fashion,Retail , Bengaluru ,152,-1.0,75
689,GE VERNOVA,Power , Bengaluru ,83,-1.0,111
690,Canara Bank,Banking , Bengaluru ,218,-1.0,49
691,SAI Life Sciences,Clinical Research , Hyderabad ,26,-1.0,106
692,Page Industries,Fashion & Textile , Bengaluru ,164,-1.0,70
693,Tata Consumer Products,FMCG , Bengaluru ,219,-1.0,99
694,Honeywell Technology Solutions,Industrial Automation , Bengaluru ,18,-1.0,163
695,Taurus BPO Services,BPO , Pune ,23,-1.0,34
696,QualityKiosk Technologies,IT Services & Consulting , Mumbai ,20,-1.0,165
697,Tanishq,Jewellery , Kolkata ,235,-1.0,110
698,Tata Group,IT Services & Consulting , Mumbai ,171,-1.0,380
699,Health Care Global Enterprises,Healthcare , Bengaluru ,53,-1.0,131
700,Wheelseye Technology,Internet , Gurugram ,224,-1.0,114
701,Tata AutoComp Systems,Auto Components , Pune ,44,-1.0,115
702,Gland Pharma,Pharma , Hyderabad ,35,-1.0,89
703,ISS Facility Services,Facility Management Services , Mumbai ,66,-1.0,68
704,Oberoi Group of Hotels,Hospitality , New Delhi ,38,-1.0,96
705,Sonata Software,IT Services & Consulting , Bengaluru ,16,-1.0,135
706,Devyani International,Hospitality , New Delhi ,136,-1.0,71
707,Aon,Management Consulting , Gurugram ,25,-1.0,85
708,Indoco Remedies,Pharma , Mumbai ,83,-1.0,88
709,Daimler India Commercial Vehicles,Automobile , Chennai ,48,-1.0,73
710,NIIT,Education & Training , Gurugram ,101,-1.0,108
711,Narayana Educational Society,Education & Training , Hyderabad ,144,-1.0,66
712,Airtel Payments Bank,Banking , Gurugram ,328,-1.0,110
713,Acmegrade,EdTech , Bengaluru ,21,-1.0,68
714,Bharat Forge,Auto Components , Pune ,28,-1.0,78
715,V5 Global Services,Recruitment , New Delhi ,215,-1.0,89
716,Hyatt Regency,Hospitality , New Delhi ,50,-1.0,58
717,Apco Infratech,Engineering & Construction , Lucknow ,94,-1.0,137
718,Amneal Pharmaceuticals,Pharma , Ahmedabad ,44,-1.0,83
719,Heritage Foods,Food Processing , Hyderabad ,126,-1.0,101
720,Agilus Diagnostics,Healthcare , Mumbai ,136,-1.0,84
721,Acuity Analytics,Analytics & KPO , Bengaluru ,16,-1.0,171
722,Happiest Minds Technologies,IT Services & Consulting , Bengaluru ,17,-1.0,151
723,PNB Housing Finance,NBFC , New Delhi ,168,-1.0,52
724,Sony,Consumer Electronics & Appliances , New Delhi ,145,-1.0,82
725,Apexon,IT Services & Consulting , Bengaluru ,21,-1.0,175
726,SBFC Finance,NBFC , Mumbai ,216,-1.0,94
727,IDC Technologies,IT Services & Consulting , Noida ,66,-1.0,76
728,Tieto,IT Services & Consulting , Pune ,14,-1.0,103
729,AB InBev India,Beverage , Bengaluru ,77,-1.0,114
730,CIE Automotive India Limited (Formerly known as Mahindra CIE Automotive Limited),Auto Components , Pune ,47,-1.0,88
731,Morningstar,Financial Services , Mumbai ,18,-1.0,261
732,Jaquar,Building Material , Gurugram ,114,-1.0,83
733,J. Kumar Infraprojects,Engineering & Construction , Mumbai ,40,-1.0,91
734,TCS iON,IT Services & Consulting , Chennai ,114,-1.0,400
735,The Muthoot Group,Financial Services , New Delhi ,308,-1.0,84
736,Amara Raja Energy & Mobility,Auto Components , Tirupati ,92,-1.0,107
737,Aumovio,Auto Components , Bengaluru ,21,-1.0,81
738,Xiaomi,Consumer Electronics & Appliances , Bengaluru ,212,-1.0,112
739,Indegene,Analytics & KPO , Bengaluru ,32,-1.0,170
740,Altimetrik,IT Services & Consulting , Bengaluru ,14,-1.0,258
741,VLCC,Beauty & Personal Care , New Delhi ,111,-1.0,53
742,Vfs Global Services,IT Services & Consulting , Mumbai ,32,-1.0,71
743,Chandigarh University,Education & Training , Chandigarh ,48,-1.0,107
744,Unisys,IT Services & Consulting , Bengaluru ,18,-1.0,81
745,Slk Software Services,IT Services & Consulting , Bengaluru ,15,-1.0,113
746,Adobe,Software Product , Bengaluru ,21,-1.0,265
747,Sansera Engineering,Auto Components , Bengaluru ,28,-1.0,95
748,FedEx Express,Logistics , Mumbai ,93,-1.0,108
749,Infogain,IT Services & Consulting , Bengaluru ,23,-1.0,136
750,Faurecia,Auto Components , Pune ,28,-1.0,70
751,Oracle Financial Services Software,Software Product , Bengaluru ,21,-1.0,192
752,AtkinsRealis,Engineering & Construction , Bengaluru ,54,-1.0,106
753,DCM Shriram,Chemicals , Bharuch ,109,-1.0,106
754,Sheenlac Paints,Chemicals , Chennai ,162,-1.0,209
755,Paytm Payments Bank,Banking , Noida ,137,-1.0,140
756,Nykaa,Internet , Mumbai ,115,-1.0,145
757,Kantar,Analytics & KPO , Bengaluru ,44,-1.0,115
758,Aforeserve,IT Services & Consulting , Mumbai ,158,-1.0,90
759,Eaton,Electronics Manufacturing , Pune ,22,-1.0,147
760,Sharekhan,Financial Services , Mumbai ,113,-1.0,97
761,MedPlus,Retail , Hyderabad ,137,-1.0,106
762,EOSGlobe,BPO , Mumbai ,29,-1.0,91
763,Amity University,Education & Training , Noida ,87,-1.0,114
764,Worley,Engineering & Construction , Mumbai ,55,-1.0,137
765,DEXIT Global,IT Services & Consulting , Mumbai ,151,-1.0,138
766,Fino Payments Bank,Banking , Mumbai ,270,-1.0,63
767,Bajaj Housing Finance,NBFC , Pune ,168,-1.0,71
768,JioMart,Retail , Mumbai ,297,-1.0,114
769,Bharat FIH,Electronics Manufacturing , Chennai ,39,-1.0,90
770,Chetu,Software Product , Noida ,14,-1.0,226
771,Fusion Finance,NBFC , New Delhi ,330,-1.0,58
